18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
120,120,120,120,120,120,120,120,120,120,72,120,120,120,120,120,120,120,120,120,120
120,120,120,120,120,120,120,72,120,120,120,120,120,120,120,120,120,120,120,120,120
120,120,120,120,120,120,120,120,120,120,120,120,72,120,120,120,120,120,120,120,120
120,120,120,120,120,72,120,120,120,120,120,120,120,120,120,72,120,120,120,120,120
120,120,120,120,120,120,108,120,120,120,120,120,120,120,120,120,120,120,120,120,120
120,120,120,120,120,120,120,68,69,69,69,69,70,120,120,120,120,120,120,120,120
108,137,137,137,137,109,120,120,120,120,120,120,120,120,120,108,137,137,137,137,109
121,0,1,1,2,119,120,120,120,120,120,120,120,120,120,121,0,1,1,2,119
121,17,18,18,19,119,120,120,120,120,120,120,120,120,120,121,17,18,18,19,119
